"price","lotSize","age","landValue","livingArea","pctCollege","bedrooms","fireplaces","bathrooms","rooms","heating","fuel","sewer","waterfront","newConstruction","centralAir"
259900,1,2,49900,1851,71,2,2,2,4,"hot air","gas","septic","No","No","Yes"
191500,0.46,30,27400,2310,64,5,1,2.5,12,"hot air","gas","public/commercial","No","No","No"
272500,0.03,0,56800,2930,64,4,1,2.5,12,"hot air","gas","public/commercial","No","No","No"
191500,0.88,33,35900,2576,64,4,1,2.5,10,"hot water/steam","gas","public/commercial","No","No","No"
158000,0.55,36,30500,1664,64,3,1,2,8,"hot water/steam","gas","public/commercial","No","No","No"
195000,1,24,46000,1237,64,2,0,1.5,3,"electric","electric","septic","No","No","No"
187500,0.43,29,31400,2662,64,5,1,2.5,9,"hot air","gas","public/commercial","No","No","Yes"
160000,0.45,35,32300,1575,64,3,1,1.5,7,"hot air","gas","public/commercial","No","No","No"
137500,0.1,12,18000,1566,64,2,0,1.5,7,"hot air","gas","public/commercial","No","No","Yes"
109900,0.09,16,17600,1326,64,2,1,1.5,4,"hot air","gas","public/commercial","No","No","Yes"
85000,0.09,18,17600,1480,64,3,0,1.5,8,"hot water/steam","gas","public/commercial","No","No","No"
184350,0.59,0,38400,2161,64,4,1,2.5,11,"hot air","gas","public/commercial","No","No","No"
134500,0.16,10,18600,1352,64,2,1,1.5,3,"hot air","gas","public/commercial","No","No","Yes"
154900,0.51,33,34600,1648,64,3,0,1.5,8,"hot air","gas","public/commercial","No","No","Yes"
255000,0.46,25,60500,2936,64,3,1,3.5,12,"hot air","gas","public/commercial","No","No","Yes"
238600,0.46,1,36400,2404,64,4,1,2.5,10,"hot air","gas","public/commercial","No","No","No"
106000,0.42,36,30900,1738,64,3,0,1.5,9,"hot air","gas","public/commercial","No","No","No"
625000,0.45,14,119500,5228,64,4,4,4,12,"hot air","gas","public/commercial","No","No","Yes"
195000,0.55,34,30500,2576,64,4,1,2.5,12,"hot water/steam","gas","public/commercial","No","No","No"
168500,0.44,34,31800,1586,64,3,1,1.5,7,"hot air","gas","public/commercial","No","No","No"
87000,0.06,19,16400,1480,64,3,0,1.5,5,"electric","electric","public/commercial","No","No","No"
215000,0.5,15,37000,1917,64,4,1,2.5,7,"hot air","gas","public/commercial","No","No","No"
197500,0.3,30,24500,1938,64,3,1,1.5,9,"hot air","gas","public/commercial","No","No","Yes"
215000,0.33,3,11600,2110,64,4,1,2.5,8,"hot air","gas","public/commercial","No","No","Yes"
118000,0.14,19,18400,1479,64,3,0,1.5,5,"hot air","gas","public/commercial","No","No","No"
187900,0.69,34,34700,2576,64,5,1,2.5,9,"hot water/steam","gas","public/commercial","No","No","No"
275000,0.38,18,60800,2445,82,4,2,2.5,9,"hot air","gas","public/commercial","No","No","Yes"
249900,0.74,14,73800,2185,64,3,1,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
270000,0.38,18,82800,2078,64,4,1,2.5,8,"hot air","electric","septic","No","No","Yes"
157900,0.38,37,29100,1674,64,3,1,1.5,5,"hot air","gas","public/commercial","No","No","No"
120000,0.29,19,20300,1228,64,4,0,1.5,9,"electric","electric","public/commercial","No","No","No"
126400,0.28,22,19500,1375,64,2,1,1.5,7,"electric","electric","public/commercial","No","No","Yes"
220000,0.54,16,30200,1650,64,3,1,2,5,"hot air","gas","public/commercial","No","No","Yes"
180000,0.26,31,21900,1718,64,3,1,1.5,9,"hot air","gas","public/commercial","No","No","Yes"
203600,0.59,33,31700,2576,64,4,1,2.5,9,"hot water/steam","gas","public/commercial","No","No","No"
249900,0.37,4,37500,2280,64,4,1,2.5,7,"hot air","gas","public/commercial","No","No","No"
193000,0.4,18,25000,2088,64,4,1,2.5,10,"hot water/steam","gas","public/commercial","No","No","No"
215000,0.5,15,37000,1917,64,4,1,2.5,9,"hot air","gas","public/commercial","No","No","No"
201000,0.54,29,30200,3140,64,5,1,3.5,10,"hot water/steam","gas","public/commercial","No","No","No"
65000,0.22,73,6900,1029,82,3,0,1,4,"hot air","gas","septic","No","No","No"
195000,0.35,36,39800,1896,64,4,1,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
215900,0.52,38,29600,2310,64,5,1,2.5,9,"hot water/steam","gas","public/commercial","No","No","No"
92000,0.31,17,19600,924,64,2,1,1,6,"electric","electric","public/commercial","No","No","No"
155000,0.38,25,38000,2080,64,3,1,2.5,9,"electric","gas","public/commercial","No","No","Yes"
123500,0.08,22,17200,1237,64,3,1,1.5,4,"electric","electric","public/commercial","No","No","Yes"
110400,0.1,29,18000,1287,64,3,0,1.5,5,"hot air","gas","public/commercial","No","No","Yes"
198900,0.44,18,33200,1847,64,3,1,2.5,7,"hot water/steam","gas","public/commercial","No","No","No"
150000,0.26,49,41900,1064,64,3,0,1,8,"hot air","gas","septic","No","No","Yes"
104000,0.07,18,16800,1480,64,3,1,1.5,4,"hot air","gas","public/commercial","No","No","Yes"
245000,0.48,23,48500,2462,64,5,2,3.5,8,"hot air","gas","public/commercial","No","No","Yes"
180000,0.41,17,25400,2228,64,3,1,2.5,7,"hot water/steam","gas","public/commercial","No","No","No"
154300,0.42,61,14700,1260,82,3,0,1,8,"hot water/steam","gas","septic","No","No","No"
170000,0.45,30,30000,1559,64,4,1,2.5,5,"hot air","gas","public/commercial","No","No","No"
219000,0.6,25,71000,1980,64,4,1,2.5,10,"hot air","gas","public/commercial","No","No","Yes"
295000,0.95,9,78000,2380,82,3,1,2.5,6,"hot air","gas","septic","No","No","No"
181500,0.56,27,30800,1887,64,4,1,2.5,8,"hot water/steam","gas","public/commercial","No","No","No"
260000,1.25,133,43500,2185,64,4,1,1.5,11,"hot water/steam","gas","septic","No","No","No"
239900,0.7,15,69400,2488,64,4,1,2.5,7,"electric","electric","public/commercial","No","No","Yes"
135500,0.67,56,21100,1152,64,1,0,2,3,"hot air","gas","septic","No","No","No"
191500,0.66,15,32100,2025,64,4,1,2.5,9,"hot water/steam","gas","public/commercial","No","No","No"
225000,0.62,37,32600,2521,64,5,1,2.5,12,"hot water/steam","gas","public/commercial","No","No","No"
98500,0.08,18,17200,1480,64,3,0,1.5,4,"hot air","gas","public/commercial","No","No","Yes"
110500,0.08,17,17200,1480,64,3,1,1.5,5,"hot air","gas","public/commercial","No","No","Yes"
290000,0.51,7,39100,2362,64,4,1,2.5,8,"hot air","gas","public/commercial","No","No","No"
184400,0.28,31,23200,1910,64,3,1,1.5,7,"hot air","gas","public/commercial","No","No","Yes"
178500,1,12,32000,1952,71,3,2,2,9,"hot air","oil","septic","No","No","No"
415000,0.58,9,86400,3358,64,4,1,3.5,12,"hot air","gas","public/commercial","No","No","Yes"
244900,0.43,26,39000,2090,64,4,1,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
150000,0.55,35,33000,1965,64,5,1,2,11,"hot air","gas","public/commercial","No","No","Yes"
168000,0.49,33,34100,2110,64,4,1,1.5,9,"hot air","gas","public/commercial","No","No","Yes"
159000,0.39,43,29600,1456,64,4,0,2.5,9,"hot air","gas","septic","No","No","No"
127000,0.06,18,16400,1479,64,3,0,1.5,7,"hot air","gas","public/commercial","No","No","No"
175000,0.46,29,27400,1874,64,4,1,2.5,7,"hot water/steam","gas","public/commercial","No","No","No"
255250,0.5,0,17500,2099,64,4,1,2.5,8,"hot air","gas","public/commercial","No","No","No"
175000,0.6,33,32000,1872,64,3,1,2.5,8,"hot water/steam","gas","public/commercial","No","No","No"
235000,0.41,17,44300,2388,64,4,1,2.5,11,"electric","electric","public/commercial","No","No","Yes"
324000,0.53,18,65800,2812,64,4,1,2.5,12,"hot air","gas","public/commercial","No","No","Yes"
173000,0.21,11,19100,1064,64,2,1,2,4,"hot air","gas","public/commercial","No","No","No"
116900,0.06,20,16400,1375,64,2,0,1.5,7,"hot air","gas","public/commercial","No","No","Yes"
105900,0.09,19,17600,1480,64,3,0,1.5,5,"hot air","electric","public/commercial","No","No","No"
112000,0.13,25,18300,1260,64,2,1,1.5,5,"hot air","gas","public/commercial","No","No","Yes"
235000,0.72,15,40300,2086,64,3,1,2.5,5,"hot air","gas","public/commercial","No","No","Yes"
235000,1,9,43900,2588,64,4,1,2.5,12,"hot air","oil","septic","No","No","No"
130000,0.18,18,18800,1480,64,3,0,1.5,4,"electric","electric","public/commercial","No","No","No"
235000,0.74,10,35700,1752,64,3,1,2.5,7,"hot air","gas","public/commercial","No","No","No"
191900,0.48,32,28200,2660,64,4,1,2.5,11,"hot water/steam","gas","public/commercial","No","No","No"
284900,0.58,20,69500,2417,64,3,1,2.5,9,"hot air","gas","public/commercial","No","No","Yes"
335000,0.01,21,79100,2793,64,3,1,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
140000,1,78,21200,1152,64,2,0,1,6,"hot water/steam","oil","septic","No","No","No"
191000,0.41,29,25400,2344,64,4,1,2.5,9,"hot water/steam","gas","public/commercial","No","No","No"
153000,0.51,33,34600,1926,64,4,1,1.5,6,"hot air","gas","public/commercial","No","No","Yes"
196000,0.55,35,34800,2208,64,4,1,2.5,9,"hot air","gas","public/commercial","No","No","Yes"
248000,0.46,16,60500,2208,64,3,1,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
240000,0.6,35,32000,2708,64,5,2,2.5,12,"hot water/steam","gas","public/commercial","No","No","No"
132000,0.19,18,18900,1142,64,3,0,1.5,6,"hot air","gas","public/commercial","No","No","Yes"
199000,1.42,32,48300,2529,64,3,1,2,7,"hot air","gas","septic","No","No","Yes"
217000,0.69,20,35500,1797,64,4,0,2,9,"electric","electric","septic","No","No","No"
167000,0.51,31,34600,1611,64,3,1,1.5,4,"hot air","gas","public/commercial","No","No","No"
245000,0.29,13,31400,2576,64,4,1,2.5,10,"hot air","gas","public/commercial","No","No","Yes"
358000,0.06,10,79600,2653,82,4,0,2.5,10,"hot air","gas","septic","No","No","Yes"
412500,0.6,13,88000,3896,64,5,2,4.5,12,"hot water/steam","gas","public/commercial","No","No","Yes"
208000,0.53,16,37500,1585,64,3,1,1,6,"hot air","gas","public/commercial","No","No","Yes"
270000,0.38,10,38000,2774,64,4,1,2.5,8,"hot air","gas","public/commercial","No","No","Yes"
100000,0.74,54,28300,1283,64,2,1,1,3,"hot air","gas","septic","No","No","No"
130000,0.56,29,34800,1136,64,3,0,1,6,"hot air","oil","septic","No","No","No"
182500,0.71,32,35100,1896,64,4,1,2.5,6,"hot water/steam","gas","public/commercial","No","No","No"
139000,2.84,55,60200,1536,64,2,1,1,7,"hot water/steam","gas","septic","No","No","No"
104000,0.09,19,17600,1480,64,3,1,1.5,5,"electric","electric","public/commercial","No","No","No"
221000,0.52,14,37300,2096,64,4,1,2.5,8,"hot air","gas","public/commercial","No","No","Yes"
260000,1,8,40200,2324,64,4,0,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
182500,0.5,29,29000,2079,64,4,1,2.5,7,"hot water/steam","gas","public/commercial","No","No","No"
196000,0.43,33,31400,1911,64,4,1,1.5,10,"hot air","gas","public/commercial","No","No","Yes"
132000,0.09,18,17600,1480,64,3,1,1.5,7,"hot air","gas","public/commercial","No","No","Yes"
224900,0.11,25,32900,2208,64,4,1,2.5,10,"hot water/steam","gas","septic","No","No","No"
199900,0.24,9,28000,1462,64,3,0,2.5,7,"hot air","gas","public/commercial","No","No","No"
165835,0.39,38,29600,1794,64,4,1,1.5,10,"hot air","gas","septic","No","No","No"
189000,0.8,38,35500,1886,64,4,1,2.5,9,"hot water/steam","gas","public/commercial","No","No","No"
89900,0.19,19,13300,1080,64,3,0,1.5,7,"electric","electric","public/commercial","No","No","No"
235000,0.59,34,31700,2576,64,5,1,3,11,"hot water/steam","gas","public/commercial","No","No","Yes"
166000,0.48,26,31200,1508,64,4,1,1.5,5,"hot water/steam","gas","public/commercial","No","No","No"
153100,0.46,35,32700,1672,64,4,1,1,5,"hot air","gas","public/commercial","No","No","No"
162000,0.4,35,30000,1739,64,4,1,1.5,9,"hot air","gas","public/commercial","No","No","Yes"
224000,0.52,40,29600,3074,64,7,1,2.5,12,"hot water/steam","gas","septic","No","No","No"
222400,0.86,3,35600,1976,64,3,1,2.5,8,"hot air","gas","septic","No","No","No"
199000,0.46,37,27400,2302,64,4,1,2.5,8,"hot water/steam","gas","public/commercial","No","No","No"
166000,0.95,13,9500,1480,51,3,1,2,4,"hot air","gas","septic","No","No","Yes"
149900,0.63,11,17900,960,54,2,0,2,5,"hot water/steam","gas","public/commercial","No","No","No"
152000,0.42,16,17400,1582,36,3,0,1.5,8,"electric","electric","septic","No","No","No"
162500,0.34,154,11900,1600,54,4,0,1,7,"hot air","oil","public/commercial","No","No","No"
274900,0.5,5,4000,2320,54,4,0,2.5,9,"hot air","gas","public/commercial","No","No","No"
100000,0.2,14,7200,1034,54,2,0,1.5,5,"hot water/steam","gas","public/commercial","No","No","No"
215000,2.96,19,11000,1488,57,3,0,1.5,8,"electric","electric","septic","No","No","No"
124000,1,17,3500,1056,57,3,0,1,8,"electric","electric","septic","No","No","No"
125000,1,128,16200,864,57,3,0,1,6,"hot air","oil","septic","No","No","No"
138000,1,19,17600,1552,57,3,1,2,4,"electric","electric","septic","No","No","No"
225000,0.52,11,18200,1816,57,3,1,1.5,6,"hot air","gas","public/commercial","No","No","No"
180000,0.48,20,12500,1530,57,3,1,2,6,"hot air","gas","septic","No","No","Yes"
189900,0.33,14,11900,1756,54,4,0,2,8,"hot air","gas","public/commercial","No","No","Yes"
435000,1,25,25000,4211,57,5,2,3.5,12,"hot water/steam","gas","septic","No","No","No"
120000,2.6,10,20200,2206,57,3,1,2.5,7,"hot air","oil","septic","No","No","No"
163000,0.15,64,36000,1092,36,2,0,1,6,"hot air","oil","public/commercial","Yes","No","No"
131000,2.8,114,28300,1594,36,7,0,1,10,"hot water/steam","oil","septic","No","No","No"
126500,0.08,15,2100,1480,54,3,1,2.5,8,"hot air","gas","public/commercial","No","No","No"
122500,0.14,15,3200,1480,54,3,1,1.5,4,"hot air","gas","public/commercial","No","No","Yes"
425000,0.46,88,19700,3003,57,4,1,3.5,12,"hot air","gas","septic","No","No","Yes"
225000,0.63,54,9500,2164,57,2,0,1.5,7,"hot water/steam","oil","septic","No","No","No"
209000,3.8,19,14400,1519,57,2,0,1,3,"hot water/steam","oil","septic","No","No","No"
189100,0.46,15,15700,1604,57,3,1,2.5,4,"hot air","oil","septic","No","No","Yes"
285000,0.98,25,15900,1400,57,3,1,2,5,"electric","electric","septic","No","No","No"
266600,1,12,20300,1752,57,4,0,1,7,"hot air","gas","septic","No","No","No"
80000,1,32,20300,880,57,2,0,1.5,6,"electric","electric","septic","No","No","No"
225000,6.07,14,25700,1240,57,3,0,2,5,"hot air","oil","septic","No","No","No"
159000,0.03,17,18800,1514,36,3,1,1.5,8,"hot air","gas","septic","No","No","No"
119900,0.18,2,15000,840,36,1,0,1,6,"hot air","gas","public/commercial","No","No","Yes"
130900,0.11,1,15000,840,36,2,0,1,3,"hot air","gas","public/commercial","No","No","Yes"
194670,0.28,124,7400,2592,36,4,0,1.5,12,"hot air","gas","public/commercial","No","No","No"
72000,0.18,121,7300,1010,36,3,0,1,7,"hot air","gas","public/commercial","No","No","No"
144700,0.16,2,15000,1380,36,3,0,1.5,6,"hot air","gas","public/commercial","No","No","No"
139500,0.15,3,15000,1366,36,3,0,1.5,8,"hot air","gas","public/commercial","No","No","Yes"
319000,0.5,5,40200,1681,57,3,1,2.5,4,"hot air","gas","public/commercial","Yes","No","Yes"
348000,3.68,14,27200,2037,36,3,1,2,9,"hot water/steam","oil","septic","No","No","No"
189900,0.98,16,11200,2570,36,3,0,1.5,10,"hot water/steam","oil","septic","No","No","No"
20000,0.52,59,8000,936,20,2,0,1,4,"hot air","oil","septic","No","No","No"
60000,0.01,13,1200,960,41,2,0,1.5,7,"hot water/steam","gas","public/commercial","No","No","No"
179500,0.91,11,3200,1352,30,3,1,1.5,5,"hot air","oil","septic","No","No","No"
133300,0.34,118,6200,1060,41,4,0,1,8,"hot water/steam","gas","public/commercial","No","No","No"
153000,2.06,6,40100,1508,30,3,0,2,5,"hot air","oil","septic","No","No","No"
111900,0.35,54,19600,1272,60,4,1,1.5,9,"hot air","oil","septic","No","No","No"
187000,0.47,18,18800,2389,27,6,0,3,11,"hot water/steam","oil","septic","No","No","No"
158500,0.7,17,28800,1210,60,2,1,1,4,"hot air","gas","septic","No","No","No"
153000,0.39,52,21800,1230,60,3,1,1,6,"hot air","oil","septic","No","No","No"
190000,0.52,47,28100,1832,60,4,1,2,8,"hot air","oil","septic","No","No","No"
242000,1.27,27,34200,1854,60,3,1,1.5,8,"hot water/steam","oil","septic","No","No","No"
234500,2,164,40000,2268,60,3,0,2.5,10,"hot air","oil","septic","No","No","No"
225000,0.68,29,28700,1807,60,3,1,1.5,8,"hot air","oil","septic","No","No","No"
165000,0.38,48,21300,1272,60,4,1,1.5,5,"hot air","gas","septic","No","No","No"
129900,0.28,12,4800,1560,47,3,1,1,8,"hot air","gas","public/commercial","No","No","Yes"
315000,0.07,15,200,1863,47,3,1,3.5,7,"hot air","gas","public/commercial","No","No","Yes"
129900,0.24,64,1400,1120,47,2,0,1,3,"hot air","oil","septic","Yes","No","No"
257000,0.26,15,700,1832,47,2,1,2.5,8,"hot air","gas","public/commercial","No","No","Yes"
324000,3.64,0,7400,2092,47,4,1,2.5,8,"hot air","oil","public/commercial","No","No","Yes"
520000,0.41,13,3100,2702,47,3,1,2.5,11,"hot air","oil","public/commercial","No","No","No"
150414,0.46,32,5800,1040,47,3,1,1.5,5,"hot water/steam","oil","public/commercial","No","No","No"
290000,0.15,13,400,1758,47,2,1,2.5,6,"hot air","gas","public/commercial","No","No","Yes"
112000,0.16,116,6800,2326,27,3,0,2,7,"hot air","oil","public/commercial","No","No","No"
185000,1,13,13700,2340,27,3,0,1.5,8,"electric","electric","septic","No","No","No"
295000,2.61,1,15700,2058,27,3,1,2.5,9,"hot water/steam","oil","septic","No","No","No"
290000,1,33,21700,944,27,1,1,1,4,"hot air","oil","septic","Yes","No","No"
79900,0.19,44,9100,640,20,2,0,1,6,"electric","electric","septic","No","No","No"
256000,0.83,6,14700,2353,60,4,1,2.5,8,"hot air","gas","septic","No","No","Yes"
245000,1,7,17800,2038,54,4,1,2.5,7,"hot water/steam","gas","septic","No","No","No"
140000,0.42,32,18500,1469,60,4,0,1.5,9,"hot air","gas","septic","No","No","Yes"
272000,0.87,10,41100,2219,63,3,1,2,10,"hot air","gas","public/commercial","No","No","No"
164000,0.68,16,19900,1774,54,4,0,2,7,"hot air","gas","public/commercial","No","No","No"
182500,0.38,51,14600,1296,60,4,1,2,9,"hot air","oil","septic","No","No","Yes"
219900,1.1,124,20100,2289,60,4,1,1.5,9,"hot water/steam","oil","septic","No","No","No"
325000,0.8,134,18100,2463,60,5,2,2.5,12,"hot air","gas","septic","No","No","No"
352000,0.95,2,49200,3126,54,4,0,2.5,12,"hot air","oil","septic","No","No","Yes"
315000,4.1,15,26600,2550,54,3,0,2.5,7,"hot water/steam","oil","septic","No","No","No"
154000,0.34,49,13100,1182,60,2,0,1,6,"hot air","oil","septic","No","No","Yes"
199000,0.09,48,15800,1890,60,4,1,2,7,"hot air","oil","septic","No","No","Yes"
202000,1,12,500,1944,36,3,1,2.5,7,"hot air","oil","none","No","No","No"
292000,0.57,6,15000,2815,57,4,1,2.5,10,"hot air","gas","public/commercial","No","No","No"
116600,1,11,34900,1040,57,3,1,2,7,"electric","electric","septic","No","No","No"
155000,0.48,25,14400,1638,57,4,0,2,5,"hot air","oil","septic","No","No","No"
215000,0.14,13,21100,2206,57,4,1,2.5,9,"hot air","gas","septic","No","No","No"
373490,0.19,0,74800,3170,57,4,1,3.5,12,"hot air","gas","public/commercial","No","Yes","No"
259142,0.5,0,74800,2328,57,4,1,2.5,10,"hot air","gas","public/commercial","No","Yes","Yes"
293565,0.35,0,74800,2737,57,4,1,3,8,"hot air","gas","public/commercial","No","Yes","No"
285558,0.21,0,32000,2879,54,4,0,3,8,"hot air","gas","public/commercial","No","Yes","No"
273960,3.47,1,20300,2158,54,3,1,2,10,"hot air","gas","septic","No","Yes","Yes"
185000,0.55,11,19300,1336,57,3,1,2,7,"hot air","gas","public/commercial","No","No","Yes"
190000,0.53,4,4200,1594,54,3,0,2.5,6,"hot air","gas","public/commercial","No","No","No"
171000,0.54,11,18900,1603,57,3,0,1.5,4,"hot air","gas","public/commercial","No","No","Yes"
208000,0.54,11,18900,2190,57,4,0,2.5,11,"hot air","gas","public/commercial","No","No","Yes"
168000,0.32,10,10700,1478,54,3,1,2.5,5,"hot air","gas","public/commercial","No","No","Yes"
165000,0.25,10,8400,1348,54,2,0,2,7,"hot air","gas","public/commercial","No","No","Yes"
138500,0.32,36,8000,1558,54,3,1,1,6,"hot air","gas","septic","No","No","Yes"
179900,0.5,13,18300,1574,54,3,1,1.5,7,"hot air","gas","public/commercial","No","No","No"
180000,0.04,13,16500,1612,54,4,0,2,7,"hot air","gas","public/commercial","No","No","Yes"
112000,0.21,129,7300,1216,54,3,0,1,7,"hot water/steam","gas","public/commercial","No","No","No"
152000,0.17,124,6000,2256,54,4,0,1.5,8,"hot air","gas","public/commercial","No","No","Yes"
100000,0.51,28,15000,1170,54,3,1,1.5,4,"hot air","oil","septic","No","No","No"
154000,0.17,29,4600,1456,57,3,0,2,6,"hot air","oil","public/commercial","No","No","No"
133000,0.11,29,3900,1320,57,3,0,3,5,"electric","electric","public/commercial","No","No","No"
285000,0.14,14,20700,2076,57,4,1,2.5,10,"hot air","gas","septic","No","No","Yes"
138000,1,22,16800,1326,57,3,0,2,5,"electric","electric","septic","No","No","No"
303000,0.18,20,20900,2240,57,4,1,2.5,10,"electric","electric","septic","No","No","No"
250000,1.29,19,21600,2100,57,4,1,3,7,"hot air","gas","septic","No","No","Yes"
167500,1,27,8300,1129,38,2,0,1,7,"hot air","oil","septic","No","No","No"
190000,0.6,19,16000,2296,57,4,1,2.5,7,"hot air","gas","septic","No","No","Yes"
182500,0.46,20,13800,1475,57,3,1,2,8,"hot air","gas","septic","No","No","No"
107000,1.03,20,20100,1268,57,3,1,1,6,"hot air","gas","septic","No","No","No"
195000,0.47,15,14100,1816,57,3,1,2,7,"hot air","gas","septic","No","No","No"
169000,0.5,30,15000,1632,57,4,1,2.5,8,"hot water/steam","gas","septic","No","No","No"
156000,0.26,11,8700,1254,54,2,0,1.5,5,"hot air","gas","public/commercial","No","No","No"
120000,0.49,30,64400,1272,57,3,0,1,4,"hot air","gas","public/commercial","No","No","No"
170000,0.28,29,80800,1604,57,4,0,1.5,6,"hot air","gas","public/commercial","No","No","Yes"
249835,0.52,0,77000,2474,57,4,1,2.5,11,"hot air","gas","public/commercial","No","No","Yes"
188095,0.15,0,36000,2057,57,3,1,2.5,9,"hot air","gas","public/commercial","No","No","Yes"
176450,0.05,6,32000,1852,57,3,0,2.5,8,"electric","electric","public/commercial","No","No","Yes"
322277,0.09,1,51400,2242,57,3,0,3,8,"hot air","gas","public/commercial","No","No","Yes"
149000,0.49,32,64400,1564,57,4,1,1.5,9,"hot air","gas","public/commercial","No","No","No"
95000,0.19,24,39200,960,57,3,0,1,6,"electric","electric","septic","No","No","No"
198500,0.1,63,85000,1680,57,2,0,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
185000,0.03,3,27000,1428,57,2,1,2.5,6,"hot air","gas","public/commercial","No","No","Yes"
168900,0.16,0,36800,1672,57,3,0,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
220000,0.28,29,80800,2284,57,3,1,1.5,6,"hot air","gas","public/commercial","No","No","Yes"
129900,0.32,31,54200,1286,57,3,1,1,4,"hot air","gas","public/commercial","No","No","Yes"
167000,0.23,53,73000,1250,57,3,0,1,4,"hot water/steam","gas","public/commercial","No","No","No"
330000,0.12,113,51300,1896,57,4,0,1.5,8,"hot water/steam","oil","public/commercial","No","No","No"
336000,0.15,1,61000,2592,57,3,0,3,10,"hot air","gas","public/commercial","No","No","Yes"
512971,0.01,0,12500,1904,57,2,1,2,8,"hot air","gas","public/commercial","No","No","Yes"
229000,0.29,3,46400,1680,57,3,0,2,6,"hot air","gas","public/commercial","No","No","Yes"
145000,0.16,38,54900,1152,57,2,1,1,7,"hot air","gas","public/commercial","No","No","No"
103000,0.07,16,46600,1290,57,3,1,1.5,5,"electric","electric","public/commercial","No","No","Yes"
210000,0.17,93,55800,2396,57,4,1,1.5,11,"hot air","gas","public/commercial","No","No","No"
559000,0.24,55,255000,3090,57,4,2,4,12,"hot water/steam","gas","public/commercial","No","No","Yes"
218000,0.21,142,107000,1428,57,3,0,1,8,"hot water/steam","oil","public/commercial","No","No","No"
262138,0.15,0,114000,1631,57,3,1,2.5,4,"hot air","gas","public/commercial","No","No","Yes"
125000,0.24,33,49100,1368,57,3,0,1,7,"hot air","gas","public/commercial","No","No","No"
130000,0.16,36,54900,1134,57,3,0,1,4,"hot air","gas","public/commercial","No","No","No"
157500,0.3,27,84600,1697,57,3,1,1.5,6,"hot air","gas","public/commercial","No","No","Yes"
193000,0.3,6,47000,1666,57,3,1,2.5,4,"hot air","gas","public/commercial","No","No","Yes"
275000,0.12,78,89000,1738,57,4,1,2.5,6,"hot water/steam","oil","public/commercial","No","No","Yes"
240000,0.15,103,210000,1457,57,2,0,1.5,7,"hot water/steam","gas","public/commercial","No","No","No"
200136,0.15,0,54000,1632,57,3,1,2.5,7,"hot air","gas","public/commercial","No","No","Yes"
395000,1.4,12,128500,2186,57,3,0,2.5,6,"hot air","gas","none","No","No","Yes"
366703,0.15,0,95000,2117,57,3,1,2.5,6,"hot air","electric","public/commercial","No","No","Yes"
103150,0.25,32,50000,936,57,3,1,1,8,"hot air","gas","public/commercial","No","No","No"
310000,0.17,169,220000,3347,57,6,2,2.5,12,"hot water/steam","gas","public/commercial","No","No","No"
142900,0.36,32,50600,1824,57,4,1,2.5,10,"hot air","gas","public/commercial","No","No","Yes"
359770,0.16,1,62600,2592,57,3,0,3,8,"hot air","gas","public/commercial","No","No","Yes"
126000,0.68,64,84200,1080,57,2,0,1,7,"hot air","oil","septic","No","No","No"
760000,1.22,2,194700,3148,57,5,0,3.5,12,"hot air","gas","septic","No","No","Yes"
282500,0.25,150,115000,2128,57,3,1,1.5,8,"hot water/steam","gas","public/commercial","No","No","No"
132000,0.06,18,28800,1616,57,3,0,1.5,8,"hot air","gas","public/commercial","No","No","No"
325000,0.23,5,73800,3313,57,4,1,2.5,12,"hot air","gas","public/commercial","No","No","Yes"
207000,0.48,25,57800,2327,57,3,1,1.5,10,"hot water/steam","gas","public/commercial","No","No","No"
155000,0.24,32,49100,1640,57,4,1,1.5,7,"hot air","gas","public/commercial","No","No","Yes"
330000,0.12,73,89000,1421,57,3,0,1.5,5,"hot water/steam","gas","public/commercial","No","No","No"
101760,0.15,103,54000,1280,57,2,1,1,3,"hot water/steam","gas","public/commercial","No","No","No"
496000,0.34,3,82400,3467,57,4,1,2.5,11,"hot air","gas","public/commercial","No","No","Yes"
185000,0.11,83,87000,1250,57,3,0,1.5,5,"hot water/steam","gas","public/commercial","No","No","No"
125000,0.25,33,50000,1368,57,3,0,1,5,"hot air","gas","public/commercial","No","No","No"
286000,0.13,1,110200,1396,57,3,0,2.5,8,"hot air","gas","public/commercial","No","No","No"
269000,0.04,15,36000,2004,57,3,1,2.5,8,"hot air","gas","public/commercial","No","No","Yes"
303374,0.12,1,56200,2242,57,3,0,3,6,"hot air","gas","public/commercial","No","No","Yes"
371165,0.39,0,85400,2786,57,4,1,2.5,8,"hot air","gas","public/commercial","No","No","No"
287600,0.07,0,48200,2242,57,3,0,2.5,6,"hot air","gas","public/commercial","No","No","Yes"
131000,0.34,33,55400,1404,57,3,0,1,6,"hot air","gas","public/commercial","No","No","No"
187000,1,25,98500,1600,57,3,1,1.5,7,"hot air","gas","septic","No","No","Yes"
